date,actual,persistence,climatology,moving_avg,ensemble_v9,ensemble_v10,ensemble_v11
2025-08-11,89.0,94.0,86.16666666666667,87.57142857142857,88.84166666666667,88.58666666666667,84.47049857283265
2025-08-12,88.0,92.0,86.2,89.28571428571429,88.15,89.56,84.63361896971756
2025-08-13,85.0,89.0,86.36666666666666,90.28571428571429,87.09166666666667,89.62666666666667,84.63581947063784
2025-08-14,84.0,88.0,86.5,90.85714285714286,85.875,89.32,84.62827410763302
2025-08-15,92.0,85.0,86.43333333333334,90.28571428571429,84.88333333333334,88.33333333333334,84.43853566800388
2025-08-16,96.0,84.0,86.16666666666667,89.28571428571429,84.26666666666668,87.02666666666667,84.18730238071694
2025-08-17,84.0,92.0,86.16666666666667,89.14285714285714,85.04166666666667,87.02666666666667,84.51017490608623
2025-08-18,88.0,96.0,86.86666666666666,89.42857142857143,87.51666666666667,88.14666666666666,85.02151133332396
2025-08-19,80.0,84.0,86.96666666666667,88.28571428571429,88.21666666666667,87.70666666666668,84.48124663285438
2025-08-20,77.0,88.0,87.06666666666666,88.14285714285714,87.69166666666666,88.10666666666665,84.51259482322804
2025-08-21,78.0,80.0,87.1,87.0,85.52499999999999,87.63999999999999,84.13215160321438
2025-08-22,82.0,77.0,86.9,85.85714285714286,84.7,85.76,83.6802637648806
2025-08-23,86.0,78.0,86.56666666666666,85.0,83.06666666666666,83.46666666666667,83.38441334785381
2025-08-24,75.0,82.0,86.16666666666667,83.57142857142857,83.76666666666667,83.06666666666666,83.30117323537208
2025-08-25,72.0,86.0,85.83333333333333,82.14285714285714,85.75833333333333,82.69333333333333,83.16873183896541
2025-08-26,75.0,75.0,85.53333333333333,80.85714285714286,85.60833333333333,81.97333333333333,82.41943663161203
