game_id,game_date,season,away_team,home_team,away_team_id,home_team_id,away_score,home_score,total_runs,home_win,innings,extra_innings,away_starter_id,away_starter_name,home_starter_id,home_starter_name,winning_pitcher_id,losing_pitcher_id,venue_id,venue_name,day_night,game_type
745444,2024-03-20,2024,LAD,SD,119,135,5,2,7,0,9,0,607192,Tyler Glasnow,506433.0,Yu Darvish,543339.0,666745.0,5150,Gocheok Sky Dome,night,R
746175,2024-03-21,2024,SD,LAD,135,119,15,11,26,0,9,0,605397,Joe Musgrove,808967.0,Yoshinobu Yamamoto,650633.0,808967.0,5150,Gocheok Sky Dome,night,R
747060,2024-03-28,2024,LAA,BAL,108,110,3,11,14,1,9,0,663776,Patrick Sandoval,669203.0,Corbin Burnes,669203.0,663776.0,2,Oriole Park at Camden Yards,day,R
746737,2024-03-28,2024,WSH,CIN,120,113,2,8,10,1,9,0,680686,Josiah Gray,593423.0,Frankie Montas,593423.0,680686.0,2602,Great American Ball Park,day,R
745445,2024-03-28,2024,SF,SD,137,135,4,6,10,1,9,0,657277,Logan Webb,506433.0,Yu Darvish,673513.0,592426.0,2680,Petco Park,day,R
746165,2024-03-28,2024,STL,LAD,138,119,1,7,8,1,9,0,571945,Miles Mikolas,607192.0,Tyler Glasnow,607192.0,571945.0,22,Dodger Stadium,day,R
745116,2024-03-28,2024,TOR,TB,141,139,8,2,10,0,9,0,621244,José Berríos,621107.0,Zach Eflin,621244.0,621107.0,12,Tropicana Field,day,R
746335,2024-03-28,2024,MIN,KC,142,118,4,1,5,0,9,0,641154,Pablo López,666142.0,Cole Ragans,641154.0,666142.0,7,Kauffman Stadium,day,R
746821,2024-03-28,2024,DET,CWS,116,145,1,0,1,0,9,0,669373,Tarik Skubal,676979.0,Garrett Crochet,669373.0,676979.0,4,Guaranteed Rate Field,day,R
746089,2024-03-28,2024,PIT,MIA,134,146,6,5,11,0,12,1,656605,Mitch Keller,666200.0,Jesús Luzardo,682847.0,686539.0,4169,loanDepot park,day,R
746418,2024-03-28,2024,NYY,HOU,147,117,5,4,9,0,9,0,641482,Nestor Cortes,664285.0,Framber Valdez,642528.0,519151.0,2392,Minute Maid Park,day,R
745039,2024-03-28,2024,CHC,TEX,112,140,3,4,7,1,10,1,657006,Justin Steele,543135.0,Nathan Eovaldi,502085.0,592767.0,5325,Globe Life Field,night,R
745687,2024-03-29,2024,CLE,OAK,114,133,8,0,8,0,9,0,669456,Shane Bieber,622072.0,Alex Wood,669456.0,622072.0,10,Oakland Coliseum,night,R
747224,2024-03-29,2024,COL,ARI,115,109,1,16,17,1,9,0,607536,Kyle Freeland,668678.0,Zac Gallen,668678.0,607536.0,15,Chase Field,night,R
745283,2024-03-29,2024,BOS,SEA,111,136,6,4,10,0,9,0,678394,Brayan Bello,622491.0,Luis Castillo,678394.0,622491.0,680,T-Mobile Park,night,R
745848,2024-03-28,2024,MIL,NYM,158,121,0,0,0,0,9,0,642547,Freddy Peralta,500779.0,Jose Quintana,,,3289,Citi Field,day,R
745604,2024-03-28,2024,ATL,PHI,144,143,0,0,0,0,9,0,675911,Spencer Strider,554430.0,Zack Wheeler,,,2681,Citizens Bank Park,day,R
745848,2024-03-29,2024,MIL,NYM,158,121,3,1,4,0,9,0,642547,Freddy Peralta,500779.0,Jose Quintana,642547.0,500779.0,3289,Citi Field,day,R
745604,2024-03-29,2024,ATL,PHI,144,143,9,3,12,0,9,0,675911,Spencer Strider,554430.0,Zack Wheeler,572955.0,621237.0,2681,Citizens Bank Park,day,R
745117,2024-03-29,2024,TOR,TB,141,139,2,8,10,1,9,0,605135,Chris Bassitt,650644.0,Aaron Civale,650644.0,605135.0,12,Tropicana Field,night,R
746091,2024-03-29,2024,PIT,MIA,134,146,7,2,9,0,9,0,527048,Martín Pérez,640462.0,A.J. Puk,656924.0,640462.0,4169,loanDepot park,night,R
746412,2024-03-30,2024,NYY,HOU,147,117,7,1,8,0,9,0,607074,Carlos Rodón,664299.0,Cristian Javier,596133.0,605463.0,2392,Minute Maid Park,night,R
747223,2024-03-30,2024,COL,ARI,115,109,3,7,10,1,9,0,615698,Cal Quantrill,518876.0,Merrill Kelly,518876.0,615698.0,15,Chase Field,night,R
745682,2024-03-30,2024,CLE,OAK,114,133,6,4,10,0,9,0,671106,Logan Allen,548389.0,Ross Stripling,671106.0,548389.0,10,Oakland Coliseum,night,R
745276,2024-03-30,2024,BOS,SEA,111,136,0,1,1,1,9,0,601713,Nick Pivetta,669923.0,George Kirby,669923.0,601713.0,680,T-Mobile Park,night,R
745435,2024-03-30,2024,SF,SD,137,135,8,3,11,0,9,0,690986,Kyle Harrison,605397.0,Joe Musgrove,690986.0,605397.0,2680,Petco Park,night,R
746167,2024-03-30,2024,STL,LAD,138,119,3,6,9,1,9,0,668868,Zack Thompson,676272.0,Bobby Miller,676272.0,668868.0,22,Dodger Stadium,night,R
745850,2024-03-30,2024,MIL,NYM,158,121,7,6,13,0,9,0,669084,DL Hall,622663.0,Luis Severino,665625.0,622663.0,3289,Citi Field,day,R
746818,2024-03-30,2024,DET,CWS,116,145,7,6,13,0,10,1,628317,Kenta Maeda,647336.0,Michael Soroka,571946.0,665620.0,4,Guaranteed Rate Field,day,R
747063,2024-03-30,2024,LAA,BAL,108,110,4,13,17,1,9,0,656288,Griffin Canning,680570.0,Grayson Rodriguez,680570.0,656288.0,2,Oriole Park at Camden Yards,day,R
745599,2024-03-30,2024,ATL,PHI,144,143,12,4,16,0,9,0,608331,Max Fried,605400.0,Aaron Nola,445926.0,605400.0,2681,Citizens Bank Park,day,R
745684,2024-03-30,2024,CLE,OAK,114,133,12,3,15,0,9,0,676440,Tanner Bibee,676664.0,JP Sears,680704.0,676664.0,10,Oakland Coliseum,day,R
