game_id,game_date,season,away_team,home_team,away_team_id,home_team_id,away_score,home_score,total_runs,home_win,innings,extra_innings,away_starter_id,away_starter_name,home_starter_id,home_starter_name,winning_pitcher_id,losing_pitcher_id,venue_id,venue_name,day_night,game_type
661316,2022-04-10,2022,BOS,NYY,111,147,4,3,7,0,9,0,656557.0,Tanner Houck,656756.0,Jordan Montgomery,676710.0,657376.0,3313,Yankee Stadium,night,R
662754,2022-04-11,2022,CLE,KC,114,118,10,7,17,0,9,0,650644.0,Aaron Civale,672578.0,Carlos Hernández,663531.0,641394.0,7,Kauffman Stadium,day,R
663403,2022-04-11,2022,MIL,BAL,158,110,0,2,2,1,9,0,605288.0,Adrian Houser,669145.0,Bruce Zimmermann,657508.0,605288.0,2,Oriole Park at Camden Yards,day,R
662042,2022-04-11,2022,COL,TEX,115,140,6,4,10,0,10,1,596295.0,Austin Gomber,621368.0,Taylor Hearn,453268.0,518813.0,5325,Globe Life Field,day,R
662863,2022-04-11,2022,BOS,DET,111,116,1,3,4,1,9,0,608379.0,Michael Wacha,666159.0,Matt Manning,605242.0,656354.0,2394,Comerica Park,night,R
661915,2022-04-11,2022,OAK,TB,133,139,13,2,15,0,9,0,621112.0,Paul Blackburn,672715.0,Luis Patiño,621112.0,672715.0,12,Tropicana Field,night,R
661637,2022-04-11,2022,NYM,PHI,121,143,4,5,9,1,9,0,592836.0,Taijuan Walker,624133.0,Ranger Suárez,622554.0,607625.0,2681,Citizens Bank Park,night,R
661315,2022-04-11,2022,TOR,NYY,141,147,3,0,3,0,9,0,666201.0,Alek Manoah,592791.0,Jameson Taillon,666201.0,592791.0,3313,Yankee Stadium,night,R
661572,2022-04-11,2022,WSH,ATL,120,144,11,2,13,0,9,0,642028.0,Josh Rogers,660623.0,Huascar Ynoa,642028.0,660623.0,4705,Truist Park,night,R
661754,2022-04-11,2022,SEA,MIN,136,142,0,4,4,1,9,0,623167.0,Chris Flexen,605164.0,Dylan Bundy,605164.0,623167.0,3312,Target Field,night,R
661036,2022-04-12,2022,MIA,LAA,146,108,2,6,8,1,9,0,622694.0,Elieser Hernández,547179.0,Michael Lorenzen,547179.0,622694.0,1,Angel Stadium,night,R
662116,2022-04-12,2022,SD,SF,135,137,4,2,6,0,9,0,607259.0,Nick Martinez,622072.0,Alex Wood,621051.0,643511.0,2395,Oracle Park,night,R
662018,2022-04-11,2022,PIT,STL,134,138,0,0,0,0,9,0,605507.0,Zach Thompson,641712.0,Dakota Hudson,,,2889,Busch Stadium,day,R
662862,2022-04-12,2022,BOS,DET,111,116,5,3,8,0,9,0,448179.0,Rich Hill,641302.0,Tyler Alexander,676477.0,656638.0,2394,Comerica Park,day,R
663088,2022-04-12,2022,CLE,CIN,114,113,10,5,15,0,9,0,669456.0,Shane Bieber,641816.0,Tyler Mahle,663986.0,519326.0,2602,Great American Ball Park,day,R
661538,2022-04-12,2022,SEA,CWS,136,145,2,3,5,1,9,0,666374.0,Matt Brash,592826.0,Vince Velasquez,625643.0,666374.0,4,Guaranteed Rate Field,day,R
662318,2022-04-12,2022,CHC,PIT,112,134,2,1,3,0,9,0,592767.0,Drew Smyly,500779.0,Jose Quintana,592767.0,500779.0,31,PNC Park,day,R
661944,2022-04-12,2022,OAK,TB,133,139,8,9,17,1,10,1,670124.0,Adam Oller,676720.0,Tommy Romero,657044.0,642152.0,12,Tropicana Field,night,R
661636,2022-04-12,2022,NYM,PHI,121,143,2,0,2,0,9,0,656731.0,Tylor Megill,554430.0,Zack Wheeler,656731.0,554430.0,2681,Citizens Bank Park,night,R
661314,2022-04-12,2022,TOR,NYY,141,147,0,4,4,1,9,0,579328.0,Yusei Kikuchi,641482.0,Nestor Cortes,605280.0,579328.0,3313,Yankee Stadium,night,R
663295,2022-04-12,2022,MIL,BAL,158,110,5,4,9,0,9,0,641778.0,Eric Lauer,657093.0,Spenser Watkins,571948.0,642585.0,2,Oriole Park at Camden Yards,night,R
661038,2022-04-12,2022,MIA,LAA,146,108,3,4,7,1,9,0,666200.0,Jesús Luzardo,663776.0,Patrick Sandoval,628452.0,669622.0,1,Angel Stadium,day,R
661571,2022-04-12,2022,WSH,ATL,120,144,4,16,20,1,9,0,571578.0,Patrick Corbin,693821.0,Bryce Elder,693821.0,571578.0,4705,Truist Park,night,R
661753,2022-04-12,2022,LAD,MIN,119,142,7,2,9,0,9,0,571760.0,Andrew Heaney,502042.0,Chris Archer,543339.0,641941.0,3312,Target Field,night,R
662017,2022-04-12,2022,KC,STL,118,138,5,6,11,1,9,0,663738.0,Daniel Lynch IV,641712.0,Dakota Hudson,663855.0,663738.0,2889,Busch Stadium,night,R
661995,2022-04-13,2022,COL,TEX,115,140,4,1,5,0,9,0,641771.0,Chad Kuhl,527048.0,Martín Pérez,468504.0,527048.0,5325,Globe Life Field,night,R
663411,2022-04-13,2022,HOU,ARI,117,109,2,1,3,0,9,0,677651.0,Luis Garcia,518516.0,Madison Bumgarner,593576.0,453343.0,15,Chase Field,night,R
662104,2022-04-13,2022,SD,SF,135,137,2,13,15,1,9,0,506433.0,Yu Darvish,502171.0,Alex Cobb,502171.0,506433.0,2395,Oracle Park,night,R
661570,2022-04-13,2022,WSH,ATL,120,144,3,1,4,0,9,0,680686.0,Josiah Gray,608331.0,Max Fried,680686.0,608331.0,4705,Truist Park,day,R
663117,2022-04-13,2022,CLE,CIN,114,113,7,3,10,0,9,0,663474.0,Triston McKenzie,666157.0,Nick Lodolo,669212.0,666157.0,2602,Great American Ball Park,day,R
662317,2022-04-13,2022,CHC,PIT,112,134,2,6,8,1,9,0,543294.0,Kyle Hendricks,605507.0,Zach Thompson,596071.0,543294.0,31,PNC Park,day,R
661643,2022-04-13,2022,NYM,PHI,121,143,9,6,15,0,9,0,453286.0,Max Scherzer,605400.0,Aaron Nola,453286.0,605400.0,2681,Citizens Bank Park,day,R
662885,2022-04-13,2022,BOS,DET,111,116,9,7,16,0,9,0,543135.0,Nathan Eovaldi,593958.0,Eduardo Rodriguez,543135.0,593958.0,2394,Comerica Park,day,R
661734,2022-04-13,2022,LAD,MIN,119,142,7,0,7,0,9,0,477132.0,Clayton Kershaw,663978.0,Chris Paddack,477132.0,663978.0,3312,Target Field,day,R
663341,2022-04-13,2022,HOU,ARI,117,109,2,3,5,1,10,1,664285.0,Framber Valdez,518876.0,Merrill Kelly,424144.0,519151.0,15,Chase Field,day,R
662115,2022-04-13,2022,SD,SF,135,137,1,2,3,1,9,0,640455.0,Sean Manaea,657277.0,Logan Webb,657277.0,640455.0,2395,Oracle Park,day,R
661943,2022-04-13,2022,OAK,TB,133,139,4,2,6,0,9,0,593423.0,Frankie Montas,663556.0,Shane McClanahan,593423.0,663556.0,12,Tropicana Field,night,R
661313,2022-04-13,2022,TOR,NYY,141,147,6,4,10,0,9,0,621244.0,José Berríos,543037.0,Gerrit Cole,643256.0,643338.0,3313,Yankee Stadium,night,R
663433,2022-04-13,2022,MIL,BAL,158,110,4,2,6,0,9,0,669203.0,Corbin Burnes,607644.0,John Means,502202.0,605347.0,2,Oriole Park at Camden Yards,night,R
661530,2022-04-13,2022,SEA,CWS,136,145,4,6,10,1,9,0,592662.0,Robbie Ray,572971.0,Dallas Keuchel,572971.0,592662.0,4,Guaranteed Rate Field,night,R
662009,2022-04-13,2022,KC,STL,118,138,0,0,0,0,9,0,425844.0,Zack Greinke,425794.0,Adam Wainwright,,,2889,Busch Stadium,day,R
661942,2022-04-14,2022,OAK,TB,133,139,6,3,9,0,9,0,608344.0,Cole Irvin,676596.0,Josh Fleming,608344.0,676596.0,12,Tropicana Field,day,R
661529,2022-04-14,2022,SEA,CWS,136,145,5,1,6,0,9,0,669302.0,Logan Gilbert,669424.0,Jimmy Lambert,669302.0,669424.0,4,Guaranteed Rate Field,day,R
661292,2022-04-14,2022,STL,MIL,138,158,1,5,6,1,9,0,425794.0,Adam Wainwright,605540.0,Brandon Woodruff,605540.0,425794.0,32,American Family Field,day,R
662307,2022-04-14,2022,WSH,PIT,120,134,4,9,13,1,9,0,672851.0,Joan Adon,664141.0,JT Brubaker,672710.0,672851.0,31,PNC Park,night,R
661418,2022-04-14,2022,PHI,MIA,143,146,3,4,7,1,9,0,502043.0,Kyle Gibson,645261.0,Sandy Alcantara,645261.0,502043.0,4169,loanDepot park,night,R
661312,2022-04-14,2022,TOR,NYY,141,147,0,3,3,1,9,0,592332.0,Kevin Gausman,622663.0,Luis Severino,622663.0,592332.0,3313,Yankee Stadium,night,R
661993,2022-04-15,2022,LAA,TEX,108,140,5,10,15,1,9,0,660271.0,Shohei Ohtani,641540.0,Dane Dunning,667463.0,660271.0,5325,Globe Life Field,night,R
662702,2022-04-15,2022,DET,KC,116,118,4,2,6,0,9,0,663554.0,Casey Mize,425844.0,Zack Greinke,641729.0,641394.0,7,Kauffman Stadium,night,R
662237,2022-04-15,2022,ATL,SD,144,135,1,12,13,1,9,0,450203.0,Charlie Morton,605397.0,Joe Musgrove,605397.0,450203.0,2680,Petco Park,night,R
662950,2022-04-15,2022,CHC,COL,112,115,5,2,7,0,9,0,657006.0,Justin Steele,607536.0,Kyle Freeland,624522.0,607536.0,19,Coors Field,night,R
662627,2022-04-15,2022,CIN,LAD,113,119,3,9,12,1,9,0,570666.0,Luis Cessa,621111.0,Walker Buehler,595014.0,458677.0,22,Dodger Stadium,night,R
662485,2022-04-15,2022,ARI,NYM,109,121,3,10,13,1,9,0,605200.0,Zach Davies,605135.0,Chris Bassitt,605135.0,605200.0,3289,Citi Field,day,R
663265,2022-04-15,2022,MIN,BOS,142,111,8,4,12,0,9,0,657746.0,Joe Ryan,601713.0,Nick Pivetta,657746.0,601713.0,3,Fenway Park,day,R
662291,2022-04-15,2022,WSH,PIT,120,134,7,2,9,0,9,0,607200.0,Erick Fedde,656605.0,Mitch Keller,607200.0,656605.0,31,PNC Park,night,R
661417,2022-04-15,2022,PHI,MIA,143,146,1,7,8,1,9,0,621107.0,Zach Eflin,641154.0,Pablo López,641154.0,621107.0,4169,loanDepot park,night,R
663357,2022-04-15,2022,NYY,BAL,147,110,1,2,3,1,11,1,656756.0,Jordan Montgomery,543475.0,Jordan Lyles,607216.0,657376.0,2,Oriole Park at Camden Yards,night,R
661792,2022-04-15,2022,OAK,TOR,133,141,1,4,5,1,9,0,641726.0,Daulton Jefferies,548389.0,Ross Stripling,643256.0,641726.0,14,Rogers Centre,night,R
663136,2022-04-15,2022,SF,CLE,137,114,4,1,5,0,9,0,607074.0,Carlos Rodón,668676.0,Zach Plesac,607074.0,668676.0,5,Progressive Field,night,R
661528,2022-04-15,2022,TB,CWS,139,145,2,3,5,1,9,0,656876.0,Drew Rasmussen,656302.0,Dylan Cease,656302.0,656876.0,4,Guaranteed Rate Field,night,R
662014,2022-04-16,2022,LAA,TEX,108,140,9,6,15,0,9,0,672282.0,Reid Detmers,456713.0,Matt Bush,681810.0,663465.0,5325,Globe Life Field,night,R
662701,2022-04-16,2022,DET,KC,116,118,2,1,3,0,9,0,669373.0,Tarik Skubal,641745.0,Brad Keller,606930.0,641745.0,7,Kauffman Stadium,night,R
661267,2022-04-16,2022,STL,MIL,138,158,10,1,11,0,9,0,571945.0,Miles Mikolas,642547.0,Freddy Peralta,571945.0,642547.0,32,American Family Field,night,R
662960,2022-04-16,2022,CHC,COL,112,115,5,6,11,1,9,0,573186.0,Marcus Stroman,608566.0,Germán Márquez,621389.0,573186.0,19,Coors Field,night,R
662236,2022-04-16,2022,ATL,SD,144,135,5,2,7,0,9,0,657140.0,Kyle Wright,669022.0,MacKenzie Gore,503285.0,572955.0,2680,Petco Park,night,R
662192,2022-04-16,2022,HOU,SEA,117,136,1,11,12,1,9,0,543606.0,Jake Odorizzi,594835.0,Marco Gonzales,594835.0,543606.0,680,T-Mobile Park,night,R
662620,2022-04-16,2022,CIN,LAD,113,119,1,3,4,1,9,0,661269.0,Vladimir Gutierrez,664062.0,Tony Gonsolin,542881.0,661269.0,22,Dodger Stadium,night,R
662626,2022-04-16,2022,ARI,NYM,109,121,3,2,5,0,9,0,668678.0,Zac Gallen,471911.0,Carlos Carrasco,664092.0,570257.0,3289,Citi Field,day,R
661527,2022-04-16,2022,TB,CWS,139,145,2,3,5,1,9,0,446372.0,Corey Kluber,656629.0,Michael Kopech,625643.0,657044.0,4,Guaranteed Rate Field,day,R
661759,2022-04-16,2022,OAK,TOR,133,141,7,5,12,0,9,0,621112.0,Paul Blackburn,547943.0,Hyun Jin Ryu,666204.0,657240.0,14,Rogers Centre,day,R
662235,2022-04-16,2022,ATL,SD,144,135,5,2,7,0,9,0,666120.0,Ian Anderson,607259.0,Nick Martinez,666120.0,607259.0,2680,Petco Park,day,R
662798,2022-04-16,2022,DET,KC,116,118,1,3,4,1,9,0,666159.0,Matt Manning,663460.0,Kris Bubic,676092.0,676684.0,7,Kauffman Stadium,day,R
663238,2022-04-16,2022,MIN,BOS,142,111,0,4,4,1,9,0,543243.0,Sonny Gray,656557.0,Tanner Houck,656557.0,543243.0,3,Fenway Park,day,R
663076,2022-04-16,2022,SF,CLE,137,114,4,2,6,0,9,0,543101.0,Anthony DeSclafani,615698.0,Cal Quantrill,608678.0,680704.0,5,Progressive Field,night,R
661416,2022-04-16,2022,PHI,MIA,143,146,10,3,13,0,9,0,624133.0,Ranger Suárez,669432.0,Trevor Rogers,624133.0,669432.0,4169,loanDepot park,night,R
662290,2022-04-16,2022,WSH,PIT,120,134,4,6,10,1,9,0,642028.0,Josh Rogers,669060.0,Bryse Wilson,596071.0,642028.0,31,PNC Park,night,R
661981,2022-04-16,2022,LAA,TEX,108,140,7,2,9,0,9,0,592789.0,Noah Syndergaard,621368.0,Taylor Hearn,592789.0,621368.0,5325,Globe Life Field,night,R
663266,2022-04-16,2022,NYY,BAL,147,110,5,2,7,0,9,0,592791.0,Jameson Taillon,669330.0,Tyler Wells,676664.0,664042.0,2,Oriole Park at Camden Yards,night,R
661335,2022-04-16,2022,STL,MIL,138,158,2,1,3,0,9,0,571927.0,Steven Matz,605288.0,Adrian Houser,571927.0,605288.0,32,American Family Field,night,R
662966,2022-04-17,2022,CHC,COL,112,115,6,9,15,1,9,0,643410.0,Mark Leiter Jr.,622608.0,Antonio Senzatela,622608.0,643410.0,19,Coors Field,night,R
662206,2022-04-17,2022,HOU,SEA,117,136,4,0,4,0,9,0,434378.0,Justin Verlander,623167.0,Chris Flexen,434378.0,623167.0,680,T-Mobile Park,night,R
662619,2022-04-17,2022,CIN,LAD,113,119,2,5,7,1,9,0,668881.0,Hunter Greene,628711.0,Julio Urías,623465.0,668881.0,22,Dodger Stadium,night,R
663365,2022-04-17,2022,NYY,BAL,147,110,0,5,5,1,9,0,641482.0,Nestor Cortes,669145.0,Bruce Zimmermann,605347.0,642528.0,2,Oriole Park at Camden Yards,day,R
662294,2022-04-17,2022,WSH,PIT,120,134,3,5,8,1,9,0,571578.0,Patrick Corbin,500779.0,Jose Quintana,592390.0,518553.0,31,PNC Park,day,R
663308,2022-04-17,2022,MIN,BOS,142,111,1,8,9,1,9,0,641927.0,Bailey Ober,608379.0,Michael Wacha,621381.0,641927.0,3,Fenway Park,day,R
661804,2022-04-17,2022,OAK,TOR,133,141,3,4,7,1,9,0,670124.0,Adam Oller,666201.0,Alek Manoah,666201.0,670124.0,14,Rogers Centre,day,R
662625,2022-04-17,2022,ARI,NYM,109,121,0,5,5,1,9,0,528748.0,Humberto Castellanos,656849.0,David Peterson,592741.0,598287.0,3289,Citi Field,day,R
663132,2022-04-17,2022,SF,CLE,137,114,8,1,9,0,9,0,622072.0,Alex Wood,650644.0,Aaron Civale,622072.0,650644.0,5,Progressive Field,day,R
661415,2022-04-17,2022,PHI,MIA,143,146,3,11,14,1,9,0,554430.0,Zack Wheeler,622694.0,Elieser Hernández,622694.0,554430.0,4169,loanDepot park,day,R
661462,2022-04-17,2022,TB,CWS,139,145,9,3,12,0,9,0,656420.0,J.P. Feyereisen,592826.0,Vince Velasquez,607391.0,592826.0,4,Guaranteed Rate Field,day,R
661226,2022-04-17,2022,STL,MIL,138,158,5,6,11,1,9,0,641712.0,Dakota Hudson,676879.0,Aaron Ashby,664776.0,641712.0,32,American Family Field,day,R
662038,2022-04-17,2022,LAA,TEX,108,140,8,3,11,0,9,0,660761.0,José Suarez,527048.0,Martín Pérez,594577.0,527048.0,5325,Globe Life Field,day,R
662930,2022-04-17,2022,CHC,COL,112,115,6,4,10,0,9,0,592767.0,Drew Smyly,596295.0,Austin Gomber,592858.0,596295.0,19,Coors Field,day,R
662618,2022-04-17,2022,CIN,LAD,113,119,1,9,10,1,9,0,641816.0,Tyler Mahle,571760.0,Andrew Heaney,571760.0,641816.0,22,Dodger Stadium,day,R
662174,2022-04-17,2022,HOU,SEA,117,136,2,7,9,1,9,0,664353.0,José Urquidy,666374.0,Matt Brash,666374.0,664353.0,680,T-Mobile Park,day,R
662234,2022-04-17,2022,ATL,SD,144,135,1,2,3,1,9,0,693821.0,Bryce Elder,506433.0,Yu Darvish,506433.0,693821.0,2680,Petco Park,day,R
662700,2022-04-17,2022,DET,KC,116,118,0,0,0,0,9,0,641302.0,Tyler Alexander,672578.0,Carlos Hernández,,,7,Kauffman Stadium,day,R
663236,2022-04-18,2022,MIN,BOS,142,111,8,3,11,0,9,0,605164.0,Dylan Bundy,448179.0,Rich Hill,605164.0,448179.0,3,Fenway Park,day,R
663197,2022-04-18,2022,TB,CHC,139,112,2,4,6,1,9,0,663556.0,Shane McClanahan,543294.0,Kyle Hendricks,624522.0,592094.0,17,Wrigley Field,night,R
661242,2022-04-18,2022,PIT,MIL,134,158,1,6,7,1,9,0,605507.0,Zach Thompson,641778.0,Eric Lauer,641778.0,605507.0,32,American Family Field,night,R
662928,2022-04-19,2022,LAA,HOU,108,117,3,8,11,1,9,0,547179.0,Michael Lorenzen,677651.0,Luis Garcia,677651.0,547179.0,2392,Minute Maid Park,night,R
662929,2022-04-19,2022,PHI,COL,143,115,1,4,5,1,9,0,605400.0,Aaron Nola,641771.0,Chad Kuhl,641771.0,605400.0,19,Coors Field,night,R
662407,2022-04-19,2022,BAL,OAK,110,133,1,5,6,1,9,0,657093.0,Spenser Watkins,593423.0,Frankie Montas,593423.0,607216.0,10,Oakland Coliseum,night,R
662233,2022-04-19,2022,CIN,SD,113,135,1,4,5,1,9,0,666157.0,Nick Lodolo,640455.0,Sean Manaea,640455.0,666157.0,2680,Petco Park,night,R
662617,2022-04-19,2022,ATL,LAD,144,119,4,7,11,1,9,0,660623.0,Huascar Ynoa,477132.0,Clayton Kershaw,477132.0,660623.0,22,Dodger Stadium,night,R
663087,2022-04-18,2022,CWS,CLE,145,114,0,0,0,0,9,0,572971.0,Dallas Keuchel,669456.0,Shane Bieber,,,5,Progressive Field,night,R
